51303030653,dfc,52,15
51303082814,eca,110,136
51303084570,agg,112,68
51303098831,fac,287,87
51303109964,ega,297,90
51303113653,efg,184,22
51303128641,fbf,70,140
51303169254,bfa,225,18
51303189617,egc,171,69
51303192001,eaa,191,171
51303200604,dgb,208,135
51303223640,ccb,299,225
51303242721,ebg,217,15
51303272601,adg,195,292
51303285726,bgg,272,219
51303335365,eec,1,92
51303395379,ced,99,276
51303404527,bfg,144,38
51303472653,bfc,155,259
51303474844,fbb,269,26
51303524449,eda,272,261
51303543405,dda,17,198
51303555974,dcg,165,122
51303590992,beb,299,182
51303595164,daa,164,249
51303601813,abg,275,217
51303619348,cba,147,65
51303636458,dfb,102,90
51303638630,bag,222,102
51303652468,aae,93,238
51303696473,faa,207,40
51303698153,fdb,55,232
51303716308,fda,172,73
51303736787,eeb,203,196
51303768255,aag,17,179
51303781438,gac,36,215
51303786459,ebe,121,180
51303808554,bfb,201,39
51303839868,dfe,36,181
51303847165,egf,205,284
51303849601,cfc,26,196
51303851476,dec,63,192
51303870686,fff,22,277
51303899429,ddb,148,383
51303900303,faf,110,280
51303907045,geb,155,142
51303927685,ffc,265,206
51303939626,edc,94,274
51303939716,acb,258,168
51303941098,cae,41,40
51303945881,geg,64,185
51303953425,dgb,270,124
51303966691,fca,202,114
51303981596,cga,298,196
51304014870,dbc,44,161
51304042402,deb,164,209
51304057059,fbd,255,228
51304060915,fba,145,164
51304128038,fcb,115,102
51304176696,bec,188,270
51304188300,gce,67,230
51304255741,ggd,279,245
51304271940,cbc,142,230
51304288412,bbb,175,181
51304292096,cfc,32,203
51304314600,edf,121,92
51304329351,gcb,133,286
51304340596,ece,39,12
51304347235,dfa,59,6
51304349828,bea,209,52
51304358853,bdc,176,75
51304362837,efa,40,158
51304396931,gfc,268,239
51304441631,cab,82,106
51304460627,feb,189,211
51304462587,bfc,215,233
51304474526,dbf,164,99
51304481691,bdg,5,77
51304507460,ede,2,271
51304514396,cdg,252,78
51304556795,fcg,10,149
51304584506,bad,240,283
51304607381,bab,53,36
51304622938,abb,57,5
51304631766,eca,40,157
51304638595,gbf,174,228
51304639701,dbd,102,149
51304641446,gce,44,202
51304646202,deb,102,219
51304662237,dbc,213,189
51304668302,ffa,34,104
51304744641,dce,131,149
51304790559,abg,278,223
51304821997,fde,54,200
51304840736,gff,244,139
51304847027,eac,14,50
51304848106,abd,5,126
51304855178,adg,192,236
51304859676,ecd,92,199
51304860210,gad,28,196
51304897833,ecg,154,269
51304913984,bgb,5,74
51304980881,aef,13,146
51305020238,gdc,297,23
51305083349,eda,16,266
51305092250,ded,184,236
51305110059,ddc,288,112
51305111313,cfd,110,114
51305124448,fdg,40,27
51305137349,bde,293,256
51305141169,eaa,152,201
51305148135,gad,211,203
51305152614,eff,22,183
51305166780,daa,121,256
51305172440,adf,134,25
51305186026,cgg,172,211
51305249565,faf,106,294
51305269201,dgc,48,261
51305269972,gaf,56,225
51305301299,cec,58,82
51305313320,gfg,108,254
51305384496,gfc,249,239
51305454271,cgd,106,150
51305483386,dge,92,119
51305486233,abe,151,281
51305500079,eag,50,233
51305527565,ffg,116,139
51305535880,egg,199,66
51305554746,bdb,102,252
51305559943,ddb,178,390
51305560309,cfb,158,267
51305566552,efd,294,254
51305587359,fed,4,99
51305590044,fdd,197,61
51305596618,agd,109,146
51305664575,dcc,116,243
51305669435,dda,135,215
51305671937,dce,110,128
51305690203,cbe,269,281
51305702795,gcc,76,85
51305720101,efb,38,295
51305752033,acf,81,100
51305752203,ggd,184,208
51305763354,efe,99,131
51305765927,cgf,260,199
51305778790,gge,23,78
51305782424,fab,110,27
51305790474,afe,77,176
51305851860,cfg,31,54
51305855594,gef,201,178
51305861280,gga,1,292
51305870111,egb,43,78
51305880833,eeb,100,194
51305887125,bcg,284,245
51305888834,acb,245,174
51305894021,ebc,208,193
51305902367,aff,36,247
51305936772,aea,205,89
51305950800,bbf,103,242
51305962609,fce,223,108
51305966712,afa,213,295
51305984021,agc,169,98
51306005622,bff,71,62
51306013965,fec,181,138
51306034920,gcc,293,95
51306036508,ccd,51,203
51306049178,gdd,207,8
51306054839,fcc,245,40
51306075263,adc,62,14
51306137376,feb,259,217
51306153883,bgd,218,196
51306157084,eda,256,303
51306159283,gbe,145,76
51306169302,cfa,107,213
51306199053,aad,59,80
51306232111,dbf,75,105
51306236726,dgb,264,141
51306267520,dbc,22,213
51306296449,ged,283,7
51306302847,bce,98,159
51306319071,acd,200,186
51306319388,ggf,176,71
51306321784,cbf,42,14
51306346729,acg,12,46
51306376290,ade,212,35
51306382825,fad,66,102
51306402753,gea,223,110
51306412223,eeg,101,87
51306439775,cgd,136,122
51306453639,edg,117,274
51306465117,cfa,249,223
51306520123,dcc,86,245
51306524901,ecf,83,294
51306548518,cag,30,169
51306554059,feg,26,141
51306572792,bge,238,46
51306576761,gec,122,212
51306584190,aba,156,53
51306584976,ddd,205,39
51306601171,gbc,68,177
51306637039,dcd,15,97
51306749832,ecc,224,78
51306754392,eed,44,162
51306766979,daa,73,273
51306768665,efa,74,154
51306773462,acf,180,105
51306778423,fce,15,105
51306803560,fbc,241,79
51306806928,ace,166,243
51306820644,faf,236,314
51306822156,fec,94,126
51306873425,aee,8,228
51306926773,bba,135,202
51306927581,aaf,292,5
51306964951,bcg,137,218
51306979977,aeb,285,145
51306985939,ega,288,79
51307049997,aff,178,217
51307068343,dgc,299,229
51307087384,ead,197,288
51307089054,bcc,86,41
51307120810,agb,114,150
51307132046,fcc,196,39
51307170066,dca,288,82
51307185539,gaa,118,272
51307223860,fae,69,41
51307242113,fgd,38,95
51307258677,gbd,229,199
51307298158,cgb,246,217
51307308124,cgc,65,168
51307322647,dbe,224,14
51307367570,aga,259,121
51307371670,ggc,263,131
51307397279,bae,159,232
51307408503,bge,161,50
51307411807,ced,272,278
51307426263,dga,100,49
51307426983,cbg,53,283
51307458772,cef,277,94
51307464204,ggb,102,20
51307464397,bdd,151,62
51307467184,gcd,256,292
51307478639,ffb,194,231
51307499066,fca,132,98
51307503678,dff,73,221
51307526594,cbd,116,8
51307568399,dea,92,163
51307568601,geb,13,140
51307575028,ecb,189,132
51307578766,egb,287,67
51307598905,dac,150,193
51307603729,gcf,285,108
51307646753,feb,18,240
51307680674,daf,62,85
51307695427,deg,3,120
51307706529,bac,217,31
51307710776,gbf,163,264
51307723840,fed,185,97
51307724562,gca,199,210
51307728978,cee,175,19
51307733947,ceb,71,191
51307743353,ddf,65,281
51307757450,bfg,91,37
51307770588,aae,136,249
51307778865,bdd,140,69
51307779717,gag,259,124
51307779745,dbe,279,14
51307792047,fef,140,16
51307854291,aab,119,84
51307884517,bef,85,114
51307886264,efb,257,247
51307888143,bgc,47,231
51307905190,fbg,279,48
51307927303,bcd,265,283
51307983588,beg,261,158
51308004633,feg,224,122
51308010164,eef,213,234
51308015286,dec,208,184
51308025515,fgf,279,210
51308041125,eae,256,209
51308064514,bfg,36,40
51308082076,dee,181,111
51308106347,dcf,11,37
51308116594,cce,243,268
51308142470,ceg,254,223
51308172992,cea,34,51
51308182369,aed,181,49
51308198104,bfd,170,46
51308208752,eee,245,246
51308216574,gfe,285,187
51308217292,bcf,153,14
51308219235,dfd,157,123
51308227820,afd,43,265
51308240448,ccg,281,186
51308254744,cee,292,19
51308287615,ecf,74,252
51308327597,abe,274,325
51308334071,acb,277,194
51308338035,gff,299,144
51308348350,bed,4,176
51308350329,dgd,129,180
51308366084,cad,122,140
51308367634,ggb,295,22
51308388568,bga,157,232
51308394172,aaa,26,223
51308394182,eba,126,199
51308394871,bca,147,209
51308398998,aec,283,145
51308400036,ebd,204,20
51308409898,cbb,134,238
51308416426,abc,119,109
51308421536,daa,112,253
51308443440,cac,49,179
51308464784,gdb,15,87
51308467940,baf,27,233
51308478220,gff,55,159
51308488769,ggd,54,172
51308490338,eda,173,339
51308494103,fcf,2,246
51308499298,fge,30,221
51308514456,fda,228,58
51308524178,gdg,40,166
51308532282,dbg,26,250
51308543042,gfd,52,234
51308562677,dad,177,204
51308564457,dbb,279,35
51308565931,ddf,14,241
51308592277,ege,201,128
51308623123,eaf,275,91
51308628751,dag,163,157
51308641754,eag,134,249
51308650283,bad,127,280
51308675088,deb,118,243
51308676538,acc,241,212
51308687292,dba,220,121
51308697640,efd,192,276
51308698256,dgf,177,15
51308703209,fdc,253,277
51308730544,bfa,15,17
51308775608,ffd,207,257
51308782610,ggg,273,77
51308807373,ecb,72,110
51308842983,dgg,251,24
51308852565,bfg,81,46
51308876475,fbg,193,45
51308877855,adb,290,81
51308878521,agd,151,156
51308894614,gbb,195,19
51308899927,efg,45,25
51308913484,gaf,91,195
51308924448,dbd,50,154
51308936821,gda,24,107
51308941739,aeg,201,81
51308946713,eda,16,355
51308957847,ccg,201,204
51308960798,cbc,232,216
51308971836,gbc,287,148
51308972443,gae,295,90
51308979188,ddg,217,251
51308995579,ffe,228,118
51308999053,aad,263,64
51309004329,fee,42,12
51309006509,eaa,118,192
51309044947,def,285,235
51309058441,ced,29,239
51309064824,bbe,73,134
51309069135,ceg,269,251
51309073440,bad,142,324
51309083638,gcb,298,311
51309086752,fdd,9,50
51309111375,egc,128,69
51309143977,bcb,41,273
51309169507,bbg,92,283
51309186970,dcb,11,267
51309206826,abg,28,178
51309222008,cde,128,113
51309301864,afc,77,22
51309312558,egb,256,60
51309321831,aca,298,171
51309326516,fcd,122,173
51309336608,ada,76,154
51309340061,bfe,103,172
51309348030,dgb,96,122
51309384910,eaf,66,93
51309418326,add,70,8
51309444160,cda,134,29
51309448830,deb,196,257
51309459512,eea,118,109
51309482663,bgf,145,293
51309484139,eab,86,110
51309484244,aef,114,118
51309485940,ebb,7,49
51309492422,cga,116,192
51309496687,ccf,166,182
51309498768,fbe,52,282
51309501590,bdb,60,267
51309501818,ebf,285,294
51309517062,afg,181,140
51309526716,bge,37,56
51309529314,gdc,272,24
51309534944,bbd,73,194
51309555414,bbc,216,46
51309563107,cef,254,82
51309575116,ecg,37,215
51309577223,bdf,206,156
51309583330,aac,172,176
51309585164,gfa,288,46
51309594136,dgg,180,21
51309600148,fdb,140,208
51309611208,cfe,13,209
51309615989,fga,256,119
51309617930,dfb,125,104
51309632507,bag,250,113
51309651494,dab,70,46
51309662735,edd,220,160
51309669163,gdf,29,139
51309673104,agd,19,159
51309675626,adc,66,12
51309679159,dba,255,112
51309682850,fec,13,131
51309706194,gfd,86,257
51309709813,agf,264,23
51309712155,fed,141,91
51309727212,acb,239,170
51309782990,edb,296,217
51309784059,efa,58,160
51309793570,age,90,299
51309794131,dde,194,45
51309797873,ccc,27,244
51309808227,fag,125,242
51309838271,fgg,231,66
51309838815,cdb,129,200
51309855975,cea,148,40
51309860294,gef,210,202
51309862829,fea,56,144
51309872127,afb,73,141
51309875207,eaa,289,203
51309879804,gcg,40,216
51309880955,cdd,184,274
51309897435,ccd,149,227
51309909087,aab,237,94
51309914985,fgc,171,25
51309921786,gba,189,29
51309922554,bcc,58,36
51309929718,cca,58,234
51309932700,afg,162,165
51309941356,aba,163,58
51309943005,cge,160,265
51309956843,ded,118,254
51309977446,cfa,77,236
51309980822,gbg,105,200
51309981882,bee,93,264
51309985332,dff,143,238
51309992582,egf,285,289
51309993101,fgb,191,176
51310021095,baa,135,280
51310027257,ada,110,152
51310046081,aad,260,67
51310078221,ffd,213,231
51310097566,ddb,71,343
51310109800,fgg,70,58
51310114365,cab,81,122
51310138841,dga,33,45
51310142760,egd,19,5
51310157648,gfb,171,287
51310172898,agd,140,178
51310193770,fbc,237,82
51310196381,dfe,198,215
51310211529,fcg,53,150
51310245005,eec,214,76
51310254505,cag,285,177
51310256558,fbd,149,250
51310286547,edg,93,274
51310287103,abd,149,104
51310302435,bbb,99,209
51310314807,gcf,134,111
51310344387,dfa,205,5
51310358998,fba,253,147
51310371270,bgg,278,219
51310376413,cfg,156,55
51310397246,fgb,79,177
51310426666,agb,217,175
51310461611,gff,156,139
51310472720,bfc,77,186
51310483923,cdc,39,320
51310485044,dae,36,303
51310490682,dfe,264,208
51310492333,add,224,8
51310493081,cff,251,196
51310502675,aeb,58,150
51310506253,gfc,70,250
51310509569,bdb,266,234
51310532907,fbb,112,23
51310538102,cbb,18,204
51310553873,fgc,184,29
51310568980,adc,209,10
51310573730,eae,105,179
51310620616,bcc,95,32
51310620995,deb,128,264
51310646982,abc,39,124
51310655006,fdf,165,268
51310672402,daf,238,79
51310677596,fbf,239,135
51310689909,dcc,114,274
51310716107,cgf,273,167
51310743000,cba,141,73
51310750495,cbe,72,227
51310762216,egb,254,63
51310763146,afa,67,309
51310767769,aee,210,266
51310769490,bdc,276,74
51310811140,cag,149,180
51310821495,edf,221,88
51310829967,eab,144,119
51310848768,eff,230,164
51310866685,cfd,227,123
51310880981,cfd,38,118
51310889287,bga,159,204
51310897268,fed,95,107
51310903071,aga,7,100
51310924825,gab,9,5
51310925668,fee,88,12
51310942182,ffb,238,219
51311004846,bac,202,35
51311009224,dbc,287,183
51311035615,caf,56,213
51311047694,gbc,152,162
51311054301,cfb,108,272
51311062095,adf,133,22
51311068955,fcg,254,127
51311095705,fae,11,36
51311116799,ddg,225,205
51311139370,fag,220,234
51311140974,fdg,179,28
51311142770,dba,170,103
51311156979,aeb,206,136
51311186958,bcf,61,12
51311187698,dfc,44,12
51311198492,gbf,22,266
51311225107,deg,43,134
51311242405,cgc,189,161
51311301935,fac,35,95
51311353556,ccc,256,248
51311391951,aee,161,303
51311393921,ebf,201,238
51311397952,dca,240,95
51311408028,fca,227,85
51311419919,bbf,242,203
51311445110,abf,173,254
51311460691,caa,120,8
51311469464,bgb,129,83
51311546075,gde,74,64
51311554534,gca,141,214
51311559852,fcb,274,108
51311570113,fcb,170,87
51311574714,fea,294,149
51311578406,bcf,278,10
51311632050,agb,241,141
51311669500,ebf,215,192
51311673854,aba,148,62
51311694705,eed,242,142
51311700516,ebe,198,163
51311722858,dcf,75,43
51311737850,dge,138,102
51311741006,ceg,123,251
51311745560,bdf,245,146
51311756119,gdd,172,8
51311765916,ecd,165,197
51311801400,gab,189,5
51311837378,efc,246,166
51311838274,bee,40,245
51311869073,dcg,150,132
51311875478,eac,162,45
51311891623,eca,244,160
51311892847,edc,109,295
51311908471,fgf,285,207
51311909719,dfg,39,249
51311920080,caa,270,7
51311925087,egb,64,71
51311931936,acg,53,44
51311981889,cae,84,46
51311982631,gee,59,240
51311987993,ged,58,7
51312001928,fde,18,220
51312036851,fcc,198,44
51312040315,aca,293,159
51312043492,geg,133,218
51312075620,eba,164,189
51312080208,ecb,131,127
51312104390,agc,50,111
51312126385,bda,33,157
51312142043,faa,182,44
51312179630,ccb,40,243
51312187882,ece,51,10
51312212409,beg,167,143
51312226524,gga,188,327
51312250887,gda,67,125
51312270544,cdf,196,182
51312275649,fcd,141,145
51312324293,faf,157,251
51312384113,aef,95,101
51312391989,gbd,294,187
51312393646,gfg,278,208
51312418837,cgb,190,256
51312445301,cdb,179,194
51312451117,gff,125,154
51312452134,ebd,21,17
51312466053,bdb,166,205
51312467866,dbc,137,193
51312481317,agg,199,54
51312508368,agf,59,26
51312510020,cda,236,30
51312522107,bdg,155,63
51312544920,gdg,105,151
51312544989,cee,266,16
51312604308,gaa,110,310
51312621405,aag,15,204
51312628346,dce,271,104
51312629261,bee,202,210
51312654679,beg,199,167
51312683199,gef,213,181
51312685710,adg,193,250
51312706336,bae,221,208
51312719099,eba,168,173
51312730415,gcc,99,76
51312733449,eba,79,140
51312752567,ecf,180,206
51312761513,ggf,210,78
51312773927,geb,25,130
51312775307,gac,263,210
51312812773,dca,13,100
51312854508,bfb,124,46
51312861183,fcg,175,118
51312877277,aed,63,46
51312891444,beb,7,180
51312908519,abe,144,341
51312914718,dfc,99,12
51312914881,ega,4,63
51312916706,gea,76,124
51312922126,afd,74,262
51312924962,bcg,122,224
51312927420,dce,38,113
51312948296,abc,56,107
51312963333,dea,236,149
51312965736,bec,239,240
51312985182,gaf,149,181
51312998854,dfc,282,10
51313024427,ccb,188,243
51313037275,ebg,66,17
51313061764,cgg,240,175
51313069112,afb,204,115
51313087205,fcc,135,47
51313095031,aeg,128,90
51313102772,feg,97,126
51313196198,fcf,245,273
51313204506,aeb,153,160
51313211519,ded,271,243
51313239117,fff,98,229
51313259592,aef,264,99
51313276663,bde,202,212
51313286229,eaf,33,85
51313305735,afe,93,161
51313322553,ccd,87,190
51313327485,gee,136,225
51313330101,eea,122,122
51313333184,abg,87,204
51313359506,dfb,210,85
51313369592,gcg,272,198
51313392941,def,29,230
51313396859,ggb,299,22
51313424670,dbe,73,12
51313476587,ffg,157,165
51313479751,ffa,74,93
51313495906,bcd,45,254
51313496284,bcb,34,305
51313503501,ffc,97,222
51313507813,fbe,169,245
51313538560,cgd,139,137
51313539486,eba,117,135
51313567362,ccf,63,200
51313603242,dad,165,204
51313606783,fee,272,11
51313624404,cec,66,94
51313631038,ddc,158,116
51313647776,cfc,73,162
51313656692,bag,192,108
51313657089,dff,185,257
51313658962,abd,21,93
51313661895,beg,6,153
51313691065,gbb,191,19
51313699709,abb,270,5
51313711713,efd,42,276
51313712895,dff,166,305
51313726985,cge,270,299
51313762829,aaa,179,238
51313767304,gbe,281,79
51313788011,cdg,284,70
51313793107,eeg,179,83
51313797401,fed,192,119
51313803701,agb,11,145
51313804562,fdd,268,45
51313808202,ade,262,36
51313812735,aed,255,47
51313827756,ggb,101,22
51313853813,bcg,49,181
51313856821,cbf,60,11
51313879595,fde,162,261
51313892804,cgg,23,152
51313927062,ace,261,252
51313946461,eac,267,42
51313971290,gfb,170,235
51314037984,fgd,295,103
51314045054,bea,63,45
51314052275,ddf,293,274
51314068312,fcg,162,110
51314077651,efe,72,154
51314094760,cae,61,39
51314095387,cfb,272,277
51314149476,fad,123,103
51314161244,cdd,287,257
51314171382,ggc,194,127
51314178677,fff,298,235
51314195515,cef,84,68
51314195681,dac,202,164
51314201132,aaf,164,5
51314219977,gce,146,240
51314221491,fdc,88,274
51314230554,dda,145,247
51314249913,caa,7,6
51314259813,ede,26,260
51314267620,bee,120,197
51314291882,acg,84,40
51314295441,efc,195,146
51314300196,ebf,257,192
51314314749,dgf,165,15
51314325777,eda,91,390
51314333830,bgg,91,258
51314349097,afg,136,151
51314376892,egg,127,73
51314394835,gec,290,231
51314460256,gdb,141,94
51314462217,bag,11,125
51314480947,aea,81,91
51314497059,gad,227,194
51314502608,gfc,259,242
51314571706,bab,162,42
51314590189,bbb,130,167
51314600048,ccb,157,243
51314624812,bbe,45,135
51314626459,aaa,147,245
51314640329,ecg,40,184
51314660721,eee,134,199
51314663332,gfe,87,153
51314668714,bgc,179,256
51314679534,cag,245,171
51314688846,dee,27,91
51314715875,gbc,231,147
51314724568,ega,139,52
51314740578,ddd,249,35
51314756753,dgc,93,210
51314768164,ggb,208,20
51314781441,bed,7,165
51314814540,eeg,148,79
51314824875,ggd,116,178
51314869159,bfg,176,45
51314888616,fab,38,27
51314893449,eeb,14,164
51314929633,cbe,225,229
51314933955,cba,160,70
51314941476,acd,124,167
51314941991,ebd,262,13
51314948767,gbg,158,225
51314967080,fga,255,140
51314970906,gge,38,75
51314973059,dae,128,290
51314989627,ecd,84,173
51315003703,ffe,166,110
51315039279,edd,259,168
51315066313,ada,14,168
51315102771,aae,195,296
51315112062,fgf,34,238
51315126984,gda,168,106
51315160383,acc,55,214
51315163234,cad,8,151
51315167601,geb,69,117
51315183816,aed,22,37
51315211858,dcb,90,293
51315225493,edb,113,210
51315228774,bga,198,175
51315238958,cda,47,29
51315259413,acf,71,95
51315262979,cbg,242,268
51315268743,dcc,221,274
51315276065,add,86,7
51315301626,gfa,197,54
51315315853,bfb,170,45
51315328329,afc,153,25
51315333083,ege,167,112
51315335129,gbg,61,204
51315346021,dec,103,178
51315406898,aaa,171,269
51315426411,bgf,138,334
51315443795,cca,5,201
51315461807,aeb,37,137
51315462242,gae,207,77
51315480622,bfd,77,49
51315488631,cbb,267,187
51315510455,bff,276,53
51315531789,dcd,168,113
51315554061,adg,155,215
51315567479,efg,250,23
51315607705,fdd,142,37
51315613671,dbf,171,85
51315623313,cdb,274,205
51315625332,fef,218,17
51315635397,gbg,269,199
51315649048,bgb,199,74
51315678363,ffb,128,232
51315688651,gfc,285,285
51315725566,bff,135,43
51315728987,aab,158,78
51315730200,cfe,94,186
51315737805,gde,32,55
51315739707,bce,176,149
51315754248,dab,34,47
51315775412,aff,159,256
51315784810,efb,296,284
51315786882,afd,267,309
51315789567,gcg,294,203
51315791930,age,79,269
51315841149,deg,109,148
51315852397,ebc,284,154
51315871952,ged,125,7
51315879076,fed,136,122
51315879557,bfe,105,178
51315886902,gbc,215,161
51315918010,adb,258,93
51315934660,ecc,231,73
51315952360,feb,229,237
51315960907,bcb,269,311
51315968908,bcc,88,37
51315995719,fbf,187,133
51316028634,bfe,67,204
51316039548,gge,6,89
51316054469,fce,27,108
51316091107,ead,230,293
51316119261,cbd,149,6
51316124870,bgd,200,203
51316126745,gcb,299,270
51316157235,gcd,88,242
51316170739,eab,182,98
51316196896,dae,163,240
51316264195,dgb,142,124
51316277548,dbc,289,194
51316277605,daa,224,285
51316324097,efe,295,147
51316327709,ffd,87,198
51316330070,fce,2,97
51316364616,gge,47,100
51316377298,dca,86,84
51316380881,cfa,23,252
51316423936,cfg,1,63
51316460455,deb,147,279
51316461854,afa,148,268
51316476123,eda,13,386
51316479763,fcb,36,87
51316493349,cgf,88,187
51316493500,aec,125,126
51316501059,cae,10,38
51316539022,cea,236,42
51316546018,fac,29,86
51316549327,feb,191,206
51316564970,agd,89,176
51316590108,gfe,80,154
51316659792,ced,241,217
51316676317,gbd,20,190
51316692671,bba,244,199
51316707553,dba,230,104
51316766880,fga,176,166
51316800140,fbb,290,24
51316804081,cff,172,223
51316814037,egf,34,242
51316814343,efd,282,234
51316852069,fbg,93,52
51316860498,bca,292,190
51316868011,gfc,37,322
51316887469,gdf,179,148
51316896044,cea,278,42
51316939956,gcg,3,200
51316954216,cce,264,246
51316962868,fff,67,249
51316974978,eaa,107,205
51316981112,ffg,123,169
51316996905,cff,66,258
51317004117,bgc,114,304
51317006951,dfd,118,138
51317034250,bbg,227,274
51317039248,aga,283,104
51317047454,dbg,261,202
51317060353,cac,129,150
51317073888,eeb,68,170
51317078601,fae,45,29
51317129551,fgb,261,191
51317134104,bfe,266,173
51317137502,ceb,35,208
51317153990,ggb,102,22
51317184960,gag,159,110
51317193403,ddb,169,301
51317216320,ggg,255,71
51317241570,geb,185,111
51317285071,aag,240,201
51317290916,cdd,241,274
51317309877,gef,231,146
51317341799,fgb,95,208
51317343623,bfb,183,37
51317380077,fdb,60,243
51317420892,def,65,190
51317430331,eef,93,205
51317440628,gea,146,119
51317464444,bbc,49,46
51317469933,bfa,21,16
51317477086,dae,141,220
51317488152,fag,234,226
51317510011,ceg,214,245
51317549623,dcb,209,319
51317577262,fbc,235,76
51317585779,cea,164,36
51317607720,fad,81,121
51317641974,cdc,26,361
51317642373,bef,12,111
51317649724,eag,287,229
51317696046,fea,176,131
51317704103,geg,142,222
51317712279,gee,176,204
51317712412,gba,299,34
51317713773,dgg,207,20
51317722248,bdd,287,55
51317731057,caf,180,244
51317731068,ebf,238,163
51317737608,aaf,200,5
51317740200,ede,248,283
51317746185,eed,290,153
51317779358,ggf,96,79
51317794290,beg,112,130
51317795999,ffd,258,209
51317796130,bfb,80,35
51317831155,egc,132,57
51317850870,aba,47,53
51317861069,dcg,98,108
51317868056,fad,98,129
51317869752,dcf,258,41
51317899631,fef,210,16
51317906522,bcb,99,317
51317908760,fda,129,52
51317928217,dag,9,136
51317941309,gga,176,336
51317957335,ddf,116,243
51317958527,dgd,266,144
51317960162,fdf,151,265
51317976687,baf,128,272
51317979861,bbf,19,211
51317982356,cab,135,103
51317991458,aac,186,190
51317997563,acf,182,101
51317999036,aad,133,79
51318008442,aea,242,76
51318021870,agd,248,184
51318022651,efa,256,188
51318031293,ede,124,316
51318066852,fge,159,190
51318069253,bfe,107,152
51318070933,gab,203,5
51318088054,bga,100,208
51318096653,cde,264,124
51318130561,cge,275,325
51318139883,fdg,223,28
51318140695,fcg,210,106
51318141696,aga,115,84
51318151952,fba,259,174
51318152795,gbc,57,186
51318155616,ccc,152,235
51318168085,aeg,19,72
51318215005,gec,122,184
51318215798,ddf,107,194
51318232501,cgb,196,253
51318241490,fbc,172,85
51318243590,bda,34,182
51318257295,dde,127,36
51318259511,beb,133,147
51318262467,dbf,271,101
51318276148,gca,70,243
51318288557,faa,171,51
51318311609,gfe,209,172
51318316896,dcg,99,120
51318334328,dba,109,100
51318337478,afc,173,23
51318350220,dbd,119,132
51318381372,adc,47,8
51318391551,edg,121,301
51318410252,gbf,219,236
51318415557,gdc,224,25
51318432963,ecg,258,147
51318433796,eba,166,108
51318448103,edf,163,96
51318463057,dbb,77,31
51318472042,fdd,127,30
51318479052,bdg,112,65
51318480696,bcf,174,8
51318488707,fgd,185,114
